[ 4-25 22:58: 5]:Module:E:\Game\�ʺ絺Online\LaTaleClient.exe+2B8543,eax=1DB20E50,ecx=1D290038,edx=1E25EFF0,edi=19E0B558,esi=19E0B580
[ 4-25 22:58: 5]:Module: C:\Windows\System32\KERNEL32.DLL Function:BaseThreadInitThunk
[ 4-25 22:58: 5]:Module: C:\Windows\SYSTEM32\ntdll.dll Function:RtlGetAppContainerNamedObjectPath
[ 4-25 22:58: 5]:Module: C:\Windows\SYSTEM32\ntdll.dll Function:RtlCaptureContext
[ 4-25 22:58:27]:Module:E:\Game\�ʺ絺Online\LaTaleClient.exe+1,eax=1,ecx=16BBC00,edx=16BBD44,edi=1DB590E8,esi=1DB59110
[ 4-25 22:58:27]:Module: C:\Windows\System32\KERNEL32.DLL Function:BaseThreadInitThunk
[ 4-27 22:56:40]:RECV : 0BEBC58E
[ 4-27 22:56:41]:RECV : 0BEBC58E
[ 4-27 22:56:46]:RECV : 0BEBC58E
[ 4-27 22:56:47]:RECV : 0BEBC58E
[ 4-27 22:56:50]:RECV : 0BEBC58E
[ 4-27 22:56:53]:RECV : 0BEBC58E
[ 4-27 22:56:53]:RECV : 0BEBC58E
[ 4-27 22:56:57]:RECV : 0BEBC58E
[ 4-27 22:57: 3]:RECV : 0BEBC58E
[ 4-27 22:57: 3]:RECV : 0BEBC58E
[ 4-27 22:57: 4]:RECV : 0BEBC58E
[ 4-27 22:57: 5]:RECV : 0BEBC58E
[ 4-27 22:57: 9]:RECV : 0BEBC58E
[ 4-27 22:57:13]:RECV : 0BEBC58E
[ 4-27 22:57:15]:RECV : 0BEBC58E
[ 4-27 22:57:15]:RECV : 0BEBC58E
[ 4-27 22:57:15]:RECV : 0BEBC58E
[ 4-27 22:57:23]:RECV : 0BEBC58E
[ 4-27 22:57:25]:RECV : 0BEBC58E
[ 4-27 22:57:25]:RECV : 0BEBC58E
[ 4-27 22:57:26]:RECV : 0BEBC58E
[ 4-27 22:57:33]:RECV : 0BEBC58E
[ 4-27 22:57:35]:RECV : 0BEBC58E
[ 4-27 22:57:35]:RECV : 0BEBC58E
[ 4-27 22:57:37]:RECV : 0BEBC58E
[ 4-27 22:57:41]:RECV : 0BEBC58E
[ 4-27 22:57:45]:RECV : 0BEBC58E
[ 4-27 22:57:45]:RECV : 0BEBC58E
[ 4-27 22:57:48]:RECV : 0BEBC58E
[ 4-27 22:57:51]:RECV : 0BEBC58E
[ 4-27 22:57:53]:RECV : 0BEBC58E
[ 4-27 22:57:55]:RECV : 0BEBC58E
[ 4-27 22:57:57]:RECV : 0BEBC58E
[ 4-27 22:57:58]:RECV : 0BEBC58E
[ 4-27 22:58: 2]:RECV : 0BEBC58E
[ 4-27 22:58: 5]:RECV : 0BEBC58E
[ 4-27 22:58: 5]:RECV : 0BEBC58E
[ 4-27 22:58: 8]:RECV : 0BEBC58E
[ 4-27 22:58: 8]:RECV : 0BEBC32E
[ 4-27 22:58: 8]:RECV : 0BEBC32E
[ 4-27 22:58: 8]:RECV : 0BEBC32E
[ 4-27 22:58: 8]:RECV : 0BEBC32E
[ 4-27 22:58: 8]:RECV : 0BEBC32E
[ 4-27 22:58: 8]:RECV : 0BEBC90F
[ 4-27 22:58: 8]:RECV : 0BEBC90F
[ 4-27 22:58: 8]:RECV : 0BEBC90F
[ 4-27 22:58:29]:RECV : 0BEBC58E
[ 4-27 22:58:30]:RECV : 0BEBC58E
[ 4-27 22:58:33]:RECV : 0BEBC58E
[ 4-27 22:58:33]:RECV : 0BEBC58E
[ 4-27 22:58:33]:RECV : 0BEBC58E
[ 4-27 22:58:33]:RECV : 0BEBC58E
[ 4-27 22:58:46]:RECV : 0BEBC58E
[ 4-27 22:58:46]:RECV : 0BEBC58E
[ 4-27 22:58:55]:RECV : 0BEBC58E
[ 4-27 22:58:59]:RECV : 0BEBC58E
[ 4-27 22:59: 1]:RECV : 0BEBC58E
[ 4-27 22:59: 4]:RECV : 0BEBC58E
[ 4-27 22:59:11]:RECV : 0BEBC58E
[ 4-27 22:59:14]:RECV : 0BEBC58E
[ 4-27 22:59:16]:RECV : 0BEBC58E
[ 4-27 22:59:17]:RECV : 0BEBC58E
[ 4-27 22:59:32]:RECV : 0BEBC58E
[ 4-27 22:59:33]:RECV : 0BEBC58E
[ 4-27 22:59:40]:RECV : 0BEBC58E
[ 4-27 22:59:42]:RECV : 0BEBC58E
[ 4-27 22:59:43]:RECV : 0BEBC58E
[ 4-27 22:59:44]:RECV : 0BEBC58E
[ 4-27 22:59:49]:RECV : 0BEBC58E
[ 4-27 22:59:52]:RECV : 0BEBC58E
[ 4-27 22:59:59]:RECV : 0BEBC58E
[ 4-27 23: 0:10]:RECV : 0BEBC58E
[ 4-27 23: 0:15]:RECV : 0BEBC58E
[ 4-27 23: 0:20]:RECV : 0BEBC58E
[ 4-27 23: 0:23]:RECV : 0BEBC58E
[ 4-27 23: 0:25]:RECV : 0BEBC58E
[ 4-27 23: 0:25]:RECV : 0BEBC58E
[ 4-27 23: 0:30]:RECV : 0BEBC58E
[ 4-27 23: 0:35]:RECV : 0BEBC58E
[ 4-27 23: 0:35]:RECV : 0BEBC58E
[ 4-27 23: 0:37]:RECV : 0BEBC58E
[ 4-27 23: 0:42]:RECV : 0BEBC58E
[ 4-27 23: 0:45]:RECV : 0BEBC58E
[ 4-27 23: 0:47]:RECV : 0BEBC58E
[ 4-27 23: 0:53]:RECV : 0BEBC58E
[ 4-27 23: 0:59]:RECV : 0BEBC58E
[ 4-27 23: 1: 4]:RECV : 0BEBC58E
[ 4-27 23: 1: 5]:RECV : 0BEBC58E
[ 4-27 23: 1: 5]:RECV : 0BEBC58E
[ 4-27 23: 1: 9]:RECV : 0BEBC58E
[ 4-27 23: 1:12]:RECV : 0BEBC58E
[ 4-27 23: 1:15]:RECV : 0BEBC58E
[ 4-27 23: 1:18]:RECV : 0BEBC58E
[ 4-27 23: 1:18]:RECV : 0BEBC58E
[ 4-27 23: 1:35]:RECV : 0BEBC58E
[ 4-27 23: 1:37]:RECV : 0BEBC58E
[ 4-27 23: 1:37]:RECV : 0BEBC58E
[ 4-27 23: 1:42]:RECV : 0BEBC58E
[ 4-27 23: 1:45]:RECV : 0BEBC58E
[ 4-27 23: 1:48]:RECV : 0BEBC58E
[ 4-27 23: 1:55]:RECV : 0BEBC58E
[ 4-27 23: 1:56]:RECV : 0BEBC58E
[ 4-27 23: 1:58]:RECV : 0BEBC58E
[ 4-27 23: 2:11]:RECV : 0BEBC58E
[ 4-27 23: 2:19]:RECV : 0BEBC58E
[ 4-27 23: 2:21]:RECV : 0BEBC58E
[ 4-27 23: 2:23]:RECV : 0BEBC58E
[ 4-27 23: 2:29]:RECV : 0BEBC58E
[ 4-27 23: 2:31]:RECV : 0BEBC58E
[ 4-27 23: 2:31]:RECV : 0BEBC58E
[ 4-27 23: 2:34]:RECV : 0BEBC58E
[ 4-27 23: 2:39]:RECV : 0BEBC58E
[ 4-27 23: 2:47]:RECV : 0BEBC58E
[ 4-27 23: 2:57]:RECV : 0BEBC58E
[ 4-27 23: 2:59]:RECV : 0BEBC58E
[ 4-27 23: 3: 6]:RECV : 0BEBC58E
[ 4-27 23: 3: 6]:RECV : 0BEBC58E
[ 4-27 23: 3: 7]:RECV : 0BEBC58E
[ 4-27 23: 3:45]:RECV : 0BEBC2D3
[ 4-27 23: 3:45]:RECV : 0BEBCCF0
[ 4-27 23: 3:45]:RECV : 0BEBCD1D
[ 4-27 23: 3:45]:RECV : 0BEBCD1E
[ 4-27 23: 3:45]:RECV : 0BEBCD1B
[ 4-27 23: 3:45]:RECV : 0BEBCF64
[ 4-27 23: 3:45]:RECV : 0BEBE483
[ 4-27 23: 3:45]:RECV : 0BEBE484
[ 4-27 23: 3:45]:RECV : 0BEBC91D
[ 4-27 23: 3:45]:RECV : 0BEBCB03
[ 4-27 23:13:55]:RECV : 0BEBC58B
[ 4-27 23:13:57]:RECV : 0BEBC58B
[ 4-27 23:14:29]:RECV : 0BEBC58B
[ 4-27 23:14:44]:RECV : 0BEBC58B
[ 4-27 23:15: 0]:RECV : 0BEBC58B
[ 4-27 23:15:15]:RECV : 0BEBC58B
[ 4-27 23:16:12]:RECV : 0BEBC58B
[ 4-27 23:16:21]:RECV : 0BEBC58B
[ 4-27 23:16:32]:RECV : 0BEBC58B
[ 4-27 23:16:42]:RECV : 0BEBC58B
[ 4-27 23:16:58]:RECV : 0BEBC58B
[ 4-27 23:17:31]:RECV : 0BEBC58B
[ 4-27 23:18:18]:RECV : 0BEBC58B
[ 4-27 23:18:45]:RECV : 0BEBC58B
[ 4-27 23:19:16]:RECV : 0BEBC58B
[ 4-27 23:19:59]:RECV : 0BEBC58B
[ 4-27 23:20:22]:RECV : 0BEBC58B
[ 4-27 23:20:32]:RECV : 0BEBC58B
[ 4-27 23:21: 7]:RECV : 0BEBC58B
[ 4-27 23:21:22]:RECV : 0BEBC58B
[ 4-27 23:21:35]:RECV : 0BEBC58B
[ 4-27 23:21:50]:RECV : 0BEBC58B
[ 4-27 23:22: 5]:RECV : 0BEBC58B
[ 4-27 23:22:33]:RECV : 0BEBC58B
[ 4-27 23:23:37]:RECV : 0BEBC58B
[ 4-27 23:24: 4]:RECV : 0BEBC58B
[ 4-27 23:24:19]:RECV : 0BEBC58B
[ 4-27 23:24:57]:RECV : 0BEBC58B
[ 4-27 23:25:13]:RECV : 0BEBC58B
[ 4-27 23:25:27]:RECV : 0BEBC58B
[ 4-27 23:25:43]:RECV : 0BEBC58B
[ 4-27 23:26:37]:RECV : 0BEBC58B
[ 4-27 23:26:57]:RECV : 0BEBC58B
[ 4-27 23:27:25]:RECV : 0BEBC58B
[ 4-27 23:27:41]:RECV : 0BEBC58B
[ 4-27 23:27:54]:RECV : 0BEBC58B
[ 4-27 23:28:38]:RECV : 0BEBC58B
[ 4-27 23:28:48]:RECV : 0BEBC58B
[ 4-27 23:28:57]:RECV : 0BEBC58B
[ 4-27 23:29:11]:RECV : 0BEBC58B
[ 4-27 23:29:24]:RECV : 0BEBC58B
[ 4-27 23:29:25]:RECV : 0BEBC58B
[ 4-27 23:29:40]:RECV : 0BEBC58B
[ 4-27 23:29:42]:RECV : 0BEBC58B
[ 4-27 23:30: 2]:RECV : 0BEBC58B
[ 4-27 23:30:13]:RECV : 0BEBC58B
[ 4-27 23:30:28]:RECV : 0BEBC58B
[ 4-27 23:30:40]:RECV : 0BEBC58B
[ 4-27 23:42:31]:RECV : 0BEBC32E
[ 4-27 23:42:53]:RECV : 0BEBC58B
[ 4-27 23:43: 7]:RECV : 0BEBC58B
[ 4-27 23:43:18]:RECV : 0BEBC58E
[ 4-27 23:43:19]:RECV : 0BEBC32E
[ 4-27 23:43:19]:RECV : 0BEBC90F
[ 4-27 23:43:20]:RECV : 0BEBC58B
[ 4-27 23:43:34]:RECV : 0BEBC58B
[ 4-27 23:44: 1]:RECV : 0BEBC58B
[ 4-27 23:44: 2]:RECV : 0BEBC58B
[ 4-27 23:44:11]:RECV : 0BEBC58E
[ 4-27 23:44:21]:RECV : 0BEBC58E
[ 4-27 23:44:31]:RECV : 0BEBC58E
[ 4-27 23:44:33]:RECV : 0BEBC58B
[ 4-27 23:44:34]:RECV : 0BEBC58E
[ 4-27 23:44:41]:RECV : 0BEBC58E
[ 4-27 23:44:44]:RECV : 0BEBC58B
[ 4-27 23:44:49]:RECV : 0BEBC58E
[ 4-27 23:44:50]:RECV : 0BEBC32E
[ 4-27 23:44:50]:RECV : 0BEBC32E
[ 4-27 23:44:50]:RECV : 0BEBC32E
[ 4-27 23:44:50]:RECV : 0BEBC90F
[ 4-27 23:44:50]:RECV : 0BEBC90F
[ 4-27 23:44:50]:RECV : 0BEBC90F
[ 4-27 23:44:54]:RECV : 0BEBC58B
[ 4-27 23:45:15]:RECV : 0BEBC58B
[ 4-27 23:45:16]:RECV : 0BEBC58E
[ 4-27 23:45:16]:RECV : 0BEBC32E
[ 4-27 23:45:17]:RECV : 0BEBC90F
[ 4-27 23:45:27]:RECV : 0BEBC58B
